StockCode,Description,NumberOfOrders,NumberOfCustomers,TotalQty,TotalPrice,AvgUnitPrice
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,51,51,135,322.53999999999996,2.389185185185185
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,50,50,177,424.08,2.3959322033898305
84944,SET OF 6 KASHMIR FOLKART BAUBLES,84,84,653,1026.21,1.571531393568147
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,366,366,10454,8657.17,0.8281203367132198
84946,ANTIQUE SILVER T-LIGHT GLASS,927,927,18911,25516.670000000002,1.3493030511342605
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,356,356,8674,10258.98,1.1827276919529628
84949,SILVER HANGING T-LIGHT HOLDER,321,321,4538,7230.089999999999,1.5932327016306742
84950,ASSORTED COLOUR T-LIGHT HOLDER,124,124,3621,2298.73,0.6348329190831262
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,94,94,452,534.84,1.183274336283186
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,82,82,451,554.78,1.230110864745011
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,26,26,92,264.47,2.8746739130434786
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,29,29,183,320.89,1.7534972677595628
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,12,12,144,255.0,1.7708333333333333
84963A,PINK PAINTED KASHMIRI CHAIR,1,1,4,171.8,42.95
84963B,BLUE PAINTED KASHMIRI CHAIR,1,1,3,149.85000000000002,49.95000000000001
84968A,SET OF 16 VINTAGE ROSE CUTLERY,102,102,262,3137.13,11.973778625954198
84968B,,2,2,2,25.5,12.75
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,106,106,313,3534.99,11.293897763578274
84968D,SET OF 16 VINTAGE RED CUTLERY,59,59,159,1723.6,10.840251572327043
84968E,SET OF 16 VINTAGE BLACK CUTLERY,50,50,140,1722.74,12.305285714285715
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,66,66,178,1931.1699999999998,10.849269662921348
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,211,211,556,2381.02,4.282410071942446
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,506,506,6254,6820.349999999999,1.0905580428525743
84970S,HANGING HEART ZINC T-LIGHT HOLDER,607,607,9118,8148.7,0.8936937924983549
84971L,,1,1,2,4.92,2.46
84971S,SMALL HEART FLOWERS HOOK ,173,173,1785,1560.85,0.8744257703081232
84974,S/2 ZINC HEART DESIGN PLANTERS,28,28,40,397.99999999999994,9.95
84975,HEART SHAPED MIRROR,2,2,5,8.45,1.69
84976,RECTANGULAR SHAPED MIRROR,38,38,498,435.09000000000003,0.8736746987951808
84977,,1,1,1,1.25,1.25
84978,HANGING HEART JAR T-LIGHT HOLDER,757,757,12337,16270.94,1.3188733079354786
84984A,GREEN PEONY CUSHION COVER,6,6,19,88.35000000000001,4.65
84984B,RED PEONY CUSHION COVER ,5,5,17,79.05000000000001,4.65
84984D,ORIENTAL RED CUSHION COVER ,4,4,13,60.45,4.65
84985A,SET OF 72 GREEN PAPER DOILIES,18,18,37,53.65,1.45
84987,SET OF 36 TEATIME PAPER DOILIES,335,335,3038,4452.32,1.465543120473996
84988,SET OF 72 PINK HEART PAPER DOILIES,512,512,4299,6653.849999999999,1.5477669225401254
84989A,75 GREEN FAIRY CAKE CASES,42,42,70,102.91,1.4701428571428572
84990,,2,2,2,1.1,0.55
84991,60 TEATIME FAIRY CAKE CASES,828,828,18040,9088.02,0.5037705099778271
84992,72 SWEETHEART FAIRY CAKE CASES,615,615,13230,6493.1900000000005,0.4907928949357521
84993A,75 GREEN PETIT FOUR CASES,74,74,375,186.25,0.49666666666666665
84993B,75 BLACK PETIT FOUR CASES,18,18,58,24.36,0.42
84997A,CHILDRENS CUTLERY POLKADOT GREEN ,328,328,2666,10762.67,4.037010502625656
84997B,CHILDRENS CUTLERY RETROSPOT RED ,439,439,4544,18971.39,4.175041813380282
84997C,CHILDRENS CUTLERY POLKADOT BLUE,399,399,4062,16852.72,4.148872476612507
84997D,CHILDRENS CUTLERY POLKADOT PINK,549,549,5395,22285.54,4.130776645041705
85006,SET 4 NURSERY DES ROUND BOXES,9,9,55,57.25,1.040909090909091
85008,SET OF 3 CONEY ISLAND OVAL BOXES,8,8,13,66.12,5.086153846153847
85014A,BLACK/BLUE POLKADOT UMBRELLA,291,291,1176,6874.290000000001,5.845484693877552
85014B,RED RETROSPOT UMBRELLA,373,373,1938,11283.11,5.822038183694531
85015,SET OF 12  VINTAGE POSTCARD SET,143,143,2182,1719.8400000000001,0.7881943171402384
85016,SET OF 6 VINTAGE NOTELETS KIT,42,42,563,560.11,0.994866785079929
85017A,ENVELOPE 50 ROMANTIC IMAGES,8,8,16,13.58,0.84875
85017B,ENVELOPE 50 BLOSSOM IMAGES,159,159,1065,590.09,0.5540751173708921
85017C,ENVELOPE 50 CURIOUS IMAGES,10,10,50,27.02,0.5404
85018D,YULETIDE IMAGES S/6 PAPER BOXES,7,7,12,30.599999999999998,2.55
85019A,ROMANTIC IMAGES NOTEBOOK SET,33,33,414,564.35,1.3631642512077295
85019B,BLOSSOM  IMAGES NOTEBOOK SET,36,36,512,682.97,1.33392578125
85019C,CURIOUS  IMAGES NOTEBOOK SET,11,11,170,219.72,1.292470588235294
85020,ROUND PINK HEART MIRROR,22,22,85,188.81,2.2212941176470586
85023B,EAU DE NILE JEWELLED PHOTOFRAME,15,15,32,81.59999999999998,2.5499999999999994
85023C,PINK LARGE JEWELED PHOTOFRAME,1,1,-1,-2.55,2.55
85024B,EAU DE NILE JEWELLED PHOTOFRAME,12,12,193,289.65,1.5007772020725387
85024C,PINK SMALL JEWELLED PHOTOFRAME,10,10,11,18.15,1.65
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,39,39,330,556.77,1.6871818181818181
85025C,PINK HEART SHAPE PHOTO FRAME,40,40,321,520.91,1.6227725856697819
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,11,11,79,70.27,0.8894936708860759
85027L,FRENCH CHATEAU LARGE PLATTER ,19,19,65,150.75,2.3192307692307694
85028L,FRENCH CHATEAU LARGE FRUIT BOWL ,4,4,10,19.5,1.95
85028S,FRENCH CHATEAU SMALL FRUITBOWL,8,8,24,51.599999999999994,2.15
85030,FRENCH CHATEAU OVAL PLATTER,6,6,15,29.25,1.95
85031A,ROMANTIC IMAGES SCRAP BOOK SET,7,7,16,45.900000000000006,2.8687500000000004
85031B,BLOSSOM IMAGES SCRAP BOOK SET,1,1,1,4.95,4.95
85031C,,1,1,3,14.850000000000001,4.95
85032A,ROMANTIC IMAGES GIFT WRAP SET,135,135,790,777.1400000000001,0.983721518987342
85032B,BLOSSOM IMAGES GIFT WRAP SET,131,131,798,747.7900000000001,0.9370802005012532
85032C,CURIOUS IMAGES GIFT WRAP SET,139,139,673,712.0400000000001,1.0580089153046064
85032D,YULETIDE IMAGES GIFT WRAP SET,94,94,675,553.5400000000001,0.8200592592592594
85034A,3 GARDENIA MORRIS BOXED CANDLES,79,79,497,919.27,1.8496378269617706
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,120,120,950,1642.07,1.7284947368421053
85034C,3 ROSE MORRIS BOXED CANDLES,158,158,1113,1732.0,1.5561545372866128
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,84,84,275,786.49,2.8599636363636365
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,69,69,621,1066.82,1.7179066022544283
85035C,ROSE 3 WICK MORRIS BOX CANDLE,131,131,1153,1787.88,1.5506331309627062
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,62,62,224,774.68,3.458392857142857
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,49,49,364,592.4,1.6274725274725275
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,83,83,565,872.61,1.5444424778761061
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,141,141,1065,2179.6600000000003,2.046629107981221
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,192,192,745,1144.08,1.5356778523489931
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,172,172,806,1174.6299999999999,1.4573573200992553
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,68,68,304,264.12,0.8688157894736842
85040A,S/4 PINK FLOWER CANDLES IN BOWL,193,193,905,1687.85,1.8650276243093922
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,38,38,133,222.86999999999998,1.6757142857142855
85042,ANTIQUE LILY FAIRY LIGHTS,2,2,-3,-14.850000000000001,4.95
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,12,12,38,171.3,4.507894736842106
85047,WHITE BEADED GARLAND STRING 20LIGHT,4,4,0,0.7999999999999998,inf
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,280,280,1318,10602.66,8.044506828528073
85049A,TRADITIONAL CHRISTMAS RIBBONS,354,354,3237,4645.2,1.435032437442076
85049B,LUSH GREENS RIBBONS,15,15,56,72.42,1.2932142857142856
85049C,ROMANTIC PINKS RIBBONS ,225,225,1218,1520.65,1.2484811165845648
85049D,BRIGHT BLUES RIBBONS ,109,109,551,702.41,1.2747912885662431
85049E,SCANDINAVIAN REDS RIBBONS,446,446,2960,4133.07,1.3963074324324323
85049F,BABY BOOM RIBBONS ,88,88,378,477.34,1.2628042328042328
85049G,CHOCOLATE BOX RIBBONS ,307,307,1714,2266.86,1.3225554259043175
85049H,URBAN BLACK RIBBONS ,184,184,849,870.35,1.0251472320376915
85053,FRENCH ENAMEL CANDLEHOLDER,329,329,1673,3609.13,2.1572803347280334
85054,FRENCH ENAMEL POT W LID,116,116,585,1428.13,2.4412478632478636
85055,FRENCH ENAMEL UTENSIL HOLDER,16,16,45,183.71,4.0824444444444445
85059,FRENCH ENAMEL WATER BASIN,130,130,403,1250.61,3.1032506203473944
85061W,WHITE JEWELLED HEART DECORATION,163,163,2157,1891.4999999999998,0.8769123783031988
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,160,160,1470,2442.7,1.6617006802721088
85063,CREAM SWEETHEART MAGAZINE RACK,2,2,-3,-46.849999999999994,15.616666666666665
85064,CREAM SWEETHEART LETTER RACK,32,32,213,966.9499999999999,4.539671361502347
85065,CREAM SWEETHEART TRAYS,1,1,-1,-12.75,12.75
85066,CREAM SWEETHEART MINI CHEST,535,535,1751,22248.149999999998,12.70596801827527
85067,CREAM SWEETHEART WALL CABINET,5,5,7,126.64999999999999,18.09285714285714
85068,,1,1,-1,-7.95,7.95
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,110,110,889,134.82999999999998,0.15166479190101237
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,123,123,1299,683.01,0.525796766743649
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",105,105,683,428.0,0.6266471449487555
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,84,84,403,249.48999999999998,0.6190818858560794
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,124,124,1932,696.8,0.36066252587991715
85084,HOLLY TOP CHRISTMAS STOCKING,7,7,20,17.0,0.85
85086A,CANDY SPOT HEART DECORATION,50,50,146,122.08,0.8361643835616438
85087,CANDY SPOT CUSHION COVER,126,126,338,1127.04,3.334437869822485
85088,CANDY SPOT HAND BAG,52,52,257,530.63,2.0647081712062256
85089,CANDY SPOT BUNNY,5,5,14,41.300000000000004,2.95
85092,CANDY SPOT TEA COSY,2,2,27,40.05,1.4833333333333332
85093,CANDY SPOT EGG WARMER HARE,88,88,708,475.17999999999995,0.6711581920903954
85094,CANDY SPOT EGG WARMER RABBIT,90,90,641,242.32,0.3780343213728549
85095,THREE CANVAS LUGGAGE TAGS,48,48,150,243.48999999999998,1.6232666666666666
85096,HILDA CANDY SPOT RABBIT,16,16,25,109.23,4.3692
85098B,,1,1,-1,-3.75,3.75
85099B,JUMBO BAG RED RETROSPOT,2106,2106,47359,92356.03,1.9501262695580566
85099C,JUMBO  BAG BAROQUE BLACK WHITE,939,939,13641,27581.32,2.021942672824573
85099F,JUMBO BAG STRAWBERRY,824,824,17069,32354.04,1.8954853828578124
85103,SILVER T-LIGHT SETTING,27,27,106,704.14,6.642830188679246
85104,SILVER GLASS T-LIGHT SET,18,18,198,516.9,2.6106060606060604
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,20,20,651,1147.41,1.7625345622119817
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,26,26,251,546.49,2.1772509960159363
85109,PINK BOUDOIR T-LIGHT HOLDER,1,1,12,10.2,0.85
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,56,56,1421,441.06999999999994,0.3103940886699507
85114A,BLACK ENCHANTED FOREST PLACEMAT,71,71,698,1266.91,1.815057306590258
85114B,IVORY ENCHANTED FOREST PLACEMAT,92,92,512,1019.6999999999999,1.9916015624999999
85114C,RED ENCHANTED FOREST PLACEMAT,110,110,678,1454.8799999999999,2.145840707964602
85115B,S/4 BLACK DISCO PARTITION PANEL,1,1,3,24.869999999999997,8.29
85116,BLACK CANDELABRA T-LIGHT HOLDER,89,89,911,1043.88,1.145861690450055
85118,HEART T-LIGHT HOLDER,11,11,133,128.27,0.964436090225564
85119,,1,1,1,3.36,3.36
85123A,WHITE HANGING HEART T-LIGHT HOLDER,2266,2266,35374,99846.98,2.8226092610391813
85124B,BLUE JUICY FRUIT PHOTO FRAME,40,40,87,248.76,2.8593103448275863
85124C,GREEN JUICY FRUIT PHOTO FRAME,38,38,94,261.89,2.786063829787234
85125,SMALL ROUND CUT GLASS CANDLESTICK,33,33,163,770.29,4.725705521472392
85126,,2,2,1,20.39,20.39
85127,SMALL SQUARE CUT GLASS CANDLESTICK,52,52,182,1081.79,5.943901098901098
85129B,BEADED CRYSTAL HEART GREEN SMALL,31,31,119,168.59,1.4167226890756304
85129C,BEADED CRYSTAL HEART BLUE SMALL,15,15,80,107.31,1.341375
85129D,BEADED CRYSTAL HEART PINK SMALL,65,65,208,343.99,1.653798076923077
85130A,BEADED PEARL HEART WHITE LARGE,10,10,77,127.04999999999998,1.6499999999999997
85130B,BEADED CRYSTAL HEART GREEN LARGE,62,62,834,760.4300000000001,0.9117865707434053
85130C,BEADED CRYSTAL HEART BLUE  LARGE,45,45,483,438.87,0.9086335403726709
85130D,BEADED CRYSTAL HEART PINK LARGE,61,61,565,569.29,1.0075929203539822
85131A,BEADED PEARL HEART WHITE ON STICK,122,122,983,890.2099999999999,0.9056052899287893
85131B,BEADED CRYSTAL HEART GREEN ON STICK,172,172,623,521.11,0.8364526484751204
85131C,BEADED CRYSTAL HEART BLUE ON STICK,50,50,193,178.85,0.9266839378238342
85131D,BEADED CRYSTAL HEART PINK ON STICK,206,206,850,725.26,0.8532470588235294
85132A,CHARLIE + LOLA BISCUITS TINS,120,120,553,1653.97,2.990904159132007
85132B,CHARLIE AND LOLA TABLE TINS,83,83,538,1230.78,2.287695167286245
85132C,CHARLIE AND LOLA FIGURES TINS,213,213,1518,3577.44,2.3566798418972335
85135A,YELLOW DRAGONFLY HELICOPTER,8,8,19,151.05,7.95
85135B,BLUE DRAGONFLY HELICOPTER,46,46,64,516.6,8.071875
85135C,RED DRAGONFLY HELICOPTER,68,68,105,848.4300000000001,8.080285714285715
85136A,YELLOW SHARK HELICOPTER,53,53,72,580.36,8.060555555555556
85136B,BLUE SHARK HELICOPTER,2,2,2,15.9,7.95
85136C,RED SHARK HELICOPTER,34,34,52,421.18,8.099615384615385
85141,JARDIN ETCHED GLASS FRUITBOWL,42,42,115,595.19,5.175565217391305
85144,JARDIN ETCHED GLASS CHEESE DISH,41,41,222,586.6,2.6423423423423427
85145,JARDIN ETCHED GLASS LARGE BELL JAR,12,12,38,167.70000000000002,4.413157894736843
85146,JARDIN ETCHED GLASS SMALL BELL JAR,9,9,45,171.11,3.8024444444444447
85150,LADIES & GENTLEMEN METAL SIGN,481,481,4034,9376.23,2.3243009419930587
85152,HAND OVER THE CHOCOLATE   SIGN ,674,674,8198,15848.11,1.9331678458160528
85159A,"BLACK TEA,COFFEE,SUGAR JARS",52,52,413,700.9499999999999,1.6972154963680386
85159B,"WHITE TEA,COFFEE,SUGAR JARS",70,70,584,1047.96,1.7944520547945206
85160A,WHITE BIRD GARDEN DESIGN MUG,2,2,7,23.63,3.3757142857142854
85160B,BLACK BIRD GARDEN DESIGN MUG,17,17,104,61.459999999999994,0.5909615384615384
85161,ACRYLIC GEOMETRIC LAMP,20,20,35,568.65,16.247142857142858
85163A,WHITE BAROQUE WALL CLOCK ,32,32,66,559.0,8.469696969696969
85163B,BLACK BAROQUE WALL CLOCK ,37,37,83,770.93,9.288313253012047
85167B,BLACK GRAND BAROQUE PHOTO FRAME,8,8,50,109.94,2.1988
85168B,BLACK BAROQUE CARRIAGE CLOCK,35,35,51,432.78999999999996,8.486078431372547
85169A,IVORY LOVE BIRD CANDLE,89,89,800,798.02,0.997525
85169B,BLACK LOVE BIRD CANDLE,62,62,329,356.06,1.0822492401215806
85169C,EAU DE NIL LOVE BIRD CANDLE,47,47,417,437.86,1.0500239808153478
85169D,PINK LOVE BIRD CANDLE,51,51,350,354.83,1.0138
85170A,,1,1,1,2.1,2.1
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,40,40,214,314.65,1.4703271028037381
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,72,72,335,608.53,1.8165074626865672
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,102,102,446,788.99,1.7690358744394619
85172,HYACINTH BULB T-LIGHT CANDLES,45,45,1265,549.1,0.4340711462450593
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,87,87,474,782.27,1.6503586497890295
85174,S/4 CACTI CANDLES,160,160,614,2932.73,4.7764332247557
85175,CACTI T-LIGHT CANDLES,146,146,5255,2251.18,0.42838820171265457
85176,SEWING SUSAN 21 NEEDLE SET,173,173,917,879.62,0.9592366412213741
85177,BASKET OF FLOWERS SEWING KIT,64,64,812,644.2099999999999,0.7933620689655172
85178,VICTORIAN SEWING KIT,143,143,2230,2500.98,1.1215156950672647
85179A,GREEN BITTY LIGHT CHAIN,59,59,194,383.25,1.9755154639175259
85179C,PINK BITTY LIGHT CHAIN,36,36,106,201.31,1.8991509433962264
85180A,RED HEARTS LIGHT CHAIN ,64,64,497,1014.76,2.0417706237424547
85180B,PINK HEARTS LIGHT CHAIN ,48,48,271,587.2,2.166789667896679
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,87,87,665,849.54,1.2775037593984961
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,118,118,996,1323.37,1.3286847389558232
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,195,195,1658,3009.2200000000003,1.8149698431845598
85185B,PINK HORSE SOCK PUPPET,72,72,305,923.9900000000001,3.029475409836066
85185D,FROG SOCK PUPPET,8,8,15,44.25000000000001,2.9500000000000006
85186A,EASTER BUNNY GARLAND OF FLOWERS,79,79,615,293.8,0.47772357723577236
85186C,BUNNY EGG GARLAND,79,79,508,260.77,0.5133267716535432
85187,S/12 MINI RABBIT EASTER,68,68,337,556.53,1.6514243323442135
85188A,GREEN METAL SWINGING BUNNY,43,43,316,275.62,0.8722151898734177
85188B,PINK METAL SWINGING BUNNY,10,10,78,68.69999999999999,0.8807692307692306
85189,HANGING BUTTERFLY  EGG,3,3,9,7.6499999999999995,0.85
85194L,HANGING SPRING FLOWER EGG LARGE,75,75,920,799.9399999999999,0.8694999999999999
85194S,HANGING SPRING FLOWER EGG SMALL,75,75,1168,470.78000000000003,0.4030650684931507
85195,HANGING HEART BASKET,3,3,11,23.1,2.1
85197,SET OF 12 MINI BUNNIES IN A BUCKET,19,19,35,73.5,2.1
85198,ASSORTED FARMYARD ANIMALS IN BUCKET,9,9,90,74.58,0.8286666666666667
85199L,LARGE HANGING IVORY & RED WOOD BIRD,97,97,964,654.98,0.6794398340248963
85199S,SMALL HANGING IVORY/RED WOOD BIRD,261,261,2643,1295.17,0.49003783579265986
85200,BUNNY EGG BOX,26,26,183,228.75,1.25
85202,HANGING WOOD AND FELT HEART,106,106,676,314.81,0.4656952662721894
85203,HANGING WOOD AND FELT BUTTERFLY ,127,127,896,409.41,0.4569308035714286
85204,HANGING WOOD AND FELT FLOWER,105,105,2054,325.84,0.15863680623174292
85205B,PINK FELT EASTER RABBIT GARLAND,29,29,122,323.15,2.6487704918032784
85206A,CREAM FELT EASTER EGG BASKET,114,114,976,1572.2299999999998,1.6108913934426228
85206B,PINK FELT EASTER EGG BASKET,4,4,14,23.099999999999998,1.65
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,48,48,224,419.01,1.8705803571428572
85211,S/4 GROOVY CAT MAGNETS,25,25,147,173.57999999999998,1.1808163265306122
85212,MINI PAINTED GARDEN DECORATION ,79,79,2476,761.4,0.3075121163166397
85213,MINI  ZINC GARDEN DECORATIONS ,34,34,840,333.17999999999995,0.3966428571428571
85214,TUB 24 PINK FLOWER PEGS,58,58,164,271.03999999999996,1.652682926829268
85215,ASSORTED CHEESE FRIDGE MAGNETS,18,18,223,180.71,0.8103587443946189
85216,ASSORTED CAKES FRIDGE MAGNETS,8,8,55,35.75,0.65
85224,,1,1,3,6.300000000000001,2.1
85225,BLING KEY RING STAND,3,3,6,6.25,1.0416666666666667
85227,SET OF 6 3D KIT CARDS FOR KIDS,223,223,1488,1368.75,0.9198588709677419
85230A,OPIUM SCENTED VOTIVE CANDLE,18,18,840,203.27999999999997,0.24199999999999997
85230B,CINNAMON SCENTED VOTIVE CANDLE,39,39,1288,333.2,0.25869565217391305
85230E,STRAWBRY SCENTED VOTIVE CANDLE,24,24,1101,267.45,0.24291553133514984
85230F,JASMINE VOTIVE CANDLE,12,12,338,90.33999999999999,0.26727810650887573
85230G,ORANGE VOTIVE CANDLE,24,24,984,243.11999999999998,0.2470731707317073
85231B,CINAMMON SET OF 9 T-LIGHTS,155,155,860,773.15,0.8990116279069768
85231G,ORANGE SCENTED SET/9 T-LIGHTS,88,88,590,502.54999999999995,0.8517796610169491
85232A,SET/3 POLKADOT STACKING TINS,30,30,75,374.70000000000005,4.996
85232B,SET OF 3 BABUSHKA STACKING TINS,14,14,20,103.2,5.16
85232D,SET/3 DECOUPAGE STACKING TINS,70,70,191,982.6200000000001,5.144607329842932
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,8,8,13,77.91,5.993076923076923
90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,7,7,11,67.83,6.166363636363636
90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,14,14,21,129.85,6.183333333333333
90001A,ANTIQUE RASPBERRY FLOWER EARRINGS,4,4,5,20.950000000000003,4.19
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,3,3,5,21.15,4.2299999999999995
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,5,5,5,21.130000000000003,4.226000000000001
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,5,5,7,29.73,4.247142857142857
90002D,FLOWER BURST SILVER RING CRYSTAL,9,9,13,48.71,3.746923076923077
90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,11,11,11,41.31,3.755454545454546
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,25,25,28,104.84,3.744285714285714
90003D,CRYSTAL PAIR HEART HAIR SLIDES,17,17,26,97.26,3.740769230769231
90003E,GREEN PAIR HEART HAIR SLIDES,15,15,19,71.11,3.7426315789473685
90005A,JADE GREEN ENAMEL HAIR COMB,10,10,14,28.02,2.0014285714285713
90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,15,15,18,167.3,9.294444444444444
90010B,BLACK/WHITE GLASS/SILVER BRACELET,7,7,11,100.08999999999999,9.099090909090908
90010E,AMBER GLASS/SILVER BRACELET,16,16,25,227.89,9.115599999999999
90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,6,6,6,17.509999999999998,2.918333333333333
90011B,BLACK CRYSTAL DROP EARRINGS,7,7,12,35.27,2.939166666666667
90011C,GREEN CRYSTAL DROP EARRINGS,2,2,2,5.8,2.9
90011D,PURPLE CRYSTAL DROP EARRINGS,3,3,3,8.76,2.92
90011E,AMBER CRYSTAL DROP EARRINGS,3,3,3,8.76,2.92
90012A,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,5,5,11,53.760000000000005,4.887272727272728
90012B,BLACK DROP CRYSTAL NECKLACE,3,3,13,45.35000000000001,3.488461538461539
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,33,33,44,165.32,3.7572727272727273
90013B,BLACK VINTAGE EARRINGS,31,31,36,149.41000000000003,4.150277777777778
90013C,GREEN VINTAGE EARRINGS ,28,28,39,158.08,4.053333333333334
90013D,PURPLE VINTAGE EARRINGS,3,3,6,25.17,4.195
90014A,SILVER/MOP ORBIT NECKLACE,21,21,27,217.59,8.05888888888889
90014B,GOLD M PEARL  ORBIT NECKLACE,15,15,17,158.73999999999998,9.337647058823528
90014C,SILVER AND BLACK ORBIT NECKLACE,4,4,5,43.2,8.64
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,7,7,17,105.71000000000001,6.2182352941176475
90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,19,19,22,184.66,8.393636363636363
90016C,SILVER/BLACK PENDANT ORBIT NECKLACE,3,3,3,24.96,8.32
90018A,SILVER M.O.P ORBIT DROP EARRINGS,38,38,45,189.08,4.201777777777778
90018B,GOLD M.O.P ORBIT DROP EARRINGS,17,17,22,92.28,4.194545454545454
90018C,SILVER BLACK ORBIT DROP EARRINGS,10,10,11,46.150000000000006,4.195454545454546
90019A,SILVER M.O.P ORBIT BRACELET,27,27,38,197.09,5.186578947368421
90019B,GOLD M.O.P ORBIT BRACELET,18,18,18,96.52000000000001,5.362222222222223
90019C,SILVER BLACK ORBIT BRACELET,11,11,13,68.73,5.2869230769230775
90020,FILIGREE DIAMANTE CHAIN,1,1,1,12.48,12.48
90021,LASER CUT MULTI STRAND NECKLACE,1,1,1,11.95,11.95
90022,EDWARDIAN DROP EARRINGS JET BLACK,21,21,20,75.2,3.7600000000000002
90023,FILIGREE DIAMANTE EARRINGS,9,9,13,55.02,4.2323076923076925
90024B,NEW BAROQUE B'FLY NECKLACE RED,7,7,6,50.28,8.38
90024C,NEW BAROQUE B'FLY NECKLACE GREEN,3,3,4,33.81,8.4525
90024D,NEW BAROQUE B'FLY NECKLACE PINK,2,2,2,16.82,8.41
90024E,NEW BAROQUE B'FLY NECKLACE MONTANA,2,2,2,16.810000000000002,8.405000000000001
90024F,NEW BAROQUE B'FLY NECKLACE CRYSTAL,4,4,5,42.13,8.426
90025A,BAROQUE BUTTERFLY EARRINGS BLACK,2,2,2,7.5,3.75
90025B,BAROQUE BUTTERFLY EARRINGS RED,1,1,1,3.73,3.73
90025D,BAROQUE BUTTERFLY EARRINGS PINK,3,3,3,11.19,3.73
90025E,BAROQUE BUTTERFLY EARRINGS MONTANA,1,1,1,3.73,3.73
90025F,BAROQUE BUTTERFLY EARRINGS CRYSTAL,4,4,4,14.96,3.74
90026A,GLASS BEAD HOOP NECKLACE BLACK,1,1,2,17.0,8.5
90026B,GLASS BEAD HOOP NECKLACE MONTANA,3,3,3,25.32,8.44
90026C,GLASS BEAD HOOP NECKLACE GREEN,3,3,4,33.82,8.455
90026D,GLASS BEAD HOOP NECKLACE AMETHYST,3,3,3,25.5,8.5
90027A,GLASS BEAD HOOP EARRINGS BLACK,3,3,6,17.66,2.9433333333333334
90027B,GLASS BEAD HOOP EARRINGS MONTANA,3,3,3,8.76,2.92
90027C,GLASS BEAD HOOP EARRINGS GREEN,5,5,5,14.5,2.9
90027D,GLASS BEAD HOOP EARRINGS AMETHYST,6,6,9,28.4,3.1555555555555554
